transaction_id,customer_id,card_id,transaction_time,amount,merchant,merchant_category,location
T0751,C005,CRD05,2026-05-01 01:29:23,109.08,DMart,Groceries,Mumbai
T0446,C006,CRD06,2026-04-28 19:24:04,2039.23,Luxury Brand,Luxury,Bengaluru
T0072,C009,CRD09,2026-04-30 01:06:53,2574.46,Apple Store,Electronics,Bengaluru
T0886,C004,CRD04,2026-04-28 10:50:13,2182.47,Apple Store,Electronics,Mumbai
T1152,C009,CRD09,2026-04-28 12:41:11,2915.91,Apple Store,Electronics,Bengaluru
T0618,C004,CRD04,2026-04-30 04:37:24,2107.97,Croma,Electronics,Mumbai
T0851,C010,CRD10,2026-04-30 15:22:36,469.73,Zara,Shopping,Ahmedabad
T0889,C005,CRD05,2026-04-28 05:22:55,2212.78,Blinkit,Groceries,Delhi
T0177,C005,CRD05,2026-04-28 05:25:27,1262.27,Blinkit,Groceries,Delhi
T1049,C007,CRD07,2026-04-30 23:30:50,11113.54,Tiffany,Luxury,Mumbai
T0564,C001,CRD01,2026-04-29 09:10:42,1107.95,Flipkart,E-commerce,Mumbai
T0603,C007,CRD07,2026-04-30 18:05:33,3676.1,Zomato,Food,Jaipur
T0100,C008,CRD08,2026-04-29 02:13:49,1498.62,Flipkart,E-commerce,Hyderabad
T0498,C003,CRD03,2026-04-29 18:41:02,500.12,Max Fashion,Shopping,Kolkata
T1057,C007,CRD07,2026-04-28 13:57:27,3614.37,Tiffany,Luxury,Mumbai
T0316,C004,CRD04,2026-04-29 01:34:43,2157.92,Croma,Electronics,Mumbai
T0956,C002,CRD02,2026-04-30 21:12:26,1430.94,Blinkit,Groceries,Bengaluru
T0247,C010,CRD10,2026-04-29 20:21:43,491.35,Max Fashion,Shopping,Ahmedabad
T0602,C005,CRD05,2026-04-27 21:27:34,736.16,BigBasket,Groceries,Pune
T0114,C009,CRD09,2026-04-29 16:09:09,1951.7,Croma,Electronics,Bengaluru
T1198,C007,CRD07,2026-04-29 01:29:55,10918.87,Louis Vuitton,Luxury,Delhi
T0338,C004,CRD04,2026-05-01 04:12:55,1551.29,Reliance Digital,Electronics,Mumbai
T0726,C001,CRD01,2026-04-30 23:48:36,32368.29,Tiffany,Luxury,Mumbai
T1045,C003,CRD03,2026-04-29 12:21:36,388.99,Max Fashion,Shopping,Delhi
T0488,C007,CRD07,2026-04-30 23:04:55,117.48,Dominos,Food,Kolkata
T0030,C009,CRD09,2026-04-28 23:56:05,262.31,Reliance Digital,Electronics,Bengaluru
T0914,C008,CRD08,2026-04-30 03:50:11,4917.92,Louis Vuitton,Luxury,Delhi
T0808,C002,CRD02,2026-04-28 14:22:19,148.34,Zomato,Food,Jaipur
T1157,C008,CRD08,2026-04-30 02:15:58,1841.85,Meesho,E-commerce,Hyderabad
T1113,C010,CRD10,2026-04-29 21:00:52,347.9,H&M,Shopping,Ahmedabad
T0447,C006,CRD06,2026-04-28 00:33:13,975.12,Tiffany,Luxury,Mumbai
T0476,C008,CRD08,2026-04-29 18:14:50,1236.88,Myntra,E-commerce,Hyderabad
T0470,C010,CRD10,2026-04-30 04:47:22,4866.39,BPCL,Fuel,Jaipur
T0836,C004,CRD04,2026-05-01 07:59:53,2185.18,Croma,Electronics,Mumbai
T0161,C010,CRD10,2026-04-30 21:57:26,166.91,Max Fashion,Shopping,Ahmedabad
T0903,C008,CRD08,2026-04-30 06:26:35,14917.83,H&M,Shopping,Mumbai
T0335,C009,CRD09,2026-04-30 14:33:03,1627.5,Reliance Digital,Electronics,Bengaluru
T0344,C007,CRD07,2026-04-29 03:39:14,271.68,McDonald's,Food,Kolkata
T0389,C008,CRD08,2026-05-01 07:51:56,638.64,Flipkart,E-commerce,Mumbai
T0037,C004,CRD04,2026-04-29 19:11:53,700.32,Croma,Electronics,Delhi
T1080,C001,CRD01,2026-05-01 06:05:18,1059.9,Flipkart,E-commerce,Mumbai
T0358,C009,CRD09,2026-05-01 08:20:10,3079.44,Croma,Electronics,Bengaluru
T0766,C002,CRD02,2026-04-29 01:35:29,155.81,Zomato,Food,Jaipur
T0119,C007,CRD07,2026-04-30 00:05:30,6894.37,Tiffany,Luxury,Mumbai
T1016,C002,CRD02,2026-04-30 04:25:13,6507.82,Croma,Electronics,Delhi
T1063,C005,CRD05,2026-04-28 10:10:00,902.51,Blinkit,Groceries,Pune
T0936,C008,CRD08,2026-04-29 03:12:14,111.62,Amazon,E-commerce,Delhi
T0274,C009,CRD09,2026-05-01 07:26:39,956.04,Apple Store,Electronics,Bengaluru
T0741,C006,CRD06,2026-04-30 11:42:16,425.76,Louis Vuitton,Luxury,Chennai
T1100,C007,CRD07,2026-05-01 03:57:58,1515.37,H&M,Shopping,Hyderabad
T0911,C008,CRD08,2026-05-01 02:28:25,481.17,Flipkart,E-commerce,Hyderabad
T0052,C003,CRD03,2026-04-30 20:43:02,74.68,Zara,Shopping,Delhi
T0108,C010,CRD10,2026-04-28 00:17:38,387.78,Max Fashion,Shopping,Kolkata
T0722,C003,CRD03,2026-04-29 07:07:50,171.99,H&M,Shopping,Delhi
T0796,C006,CRD06,2026-04-28 20:02:08,668.24,McDonald's,Food,Delhi
T0733,C001,CRD01,2026-04-30 20:07:25,3050.27,IRCTC,Travel,Nagpur
T0080,C007,CRD07,2026-04-30 13:45:15,189.2,McDonald's,Food,Kolkata
T0850,C005,CRD05,2026-04-28 08:34:56,938.88,BigBasket,Groceries,Pune
T0922,C009,CRD09,2026-04-30 13:12:43,1545.35,Reliance Digital,Electronics,Pune
T1130,C008,CRD08,2026-04-28 14:22:30,806.83,Amazon,E-commerce,Hyderabad
T0502,C002,CRD02,2026-04-29 11:48:14,2491.8,Flipkart,E-commerce,Mumbai
T0420,C001,CRD01,2026-04-27 21:39:39,401.45,Meesho,E-commerce,Jaipur
T0067,C006,CRD06,2026-04-29 16:03:39,2305.61,Tiffany,Luxury,Mumbai
T1106,C009,CRD09,2026-05-01 04:45:45,57520.93,Luxury Brand,Luxury,Bengaluru
T0544,C007,CRD07,2026-04-29 19:19:04,8889.04,Louis Vuitton,Luxury,Delhi
T0330,C008,CRD08,2026-04-28 08:50:54,1307.57,Myntra,E-commerce,Bengaluru
T0328,C005,CRD05,2026-04-28 14:06:50,10065.43,Reliance Digital,Electronics,Pune
T0308,C009,CRD09,2026-04-29 05:41:44,2921.47,Reliance Digital,Electronics,Pune
T1188,C002,CRD02,2026-04-29 17:48:31,111.75,McDonald's,Food,Jaipur
T1095,C006,CRD06,2026-04-29 20:14:48,510.8,Louis Vuitton,Luxury,Chennai
T0589,C010,CRD10,2026-04-29 05:26:38,9412.19,Croma,Electronics,Delhi
T0263,C003,CRD03,2026-04-30 04:18:52,226.55,Max Fashion,Shopping,Delhi
T0402,C001,CRD01,2026-04-27 21:31:51,1159.7,Myntra,E-commerce,Bengaluru
T0585,C006,CRD06,2026-04-29 19:09:53,53642.11,Croma,Electronics,Delhi
T0540,C002,CRD02,2026-04-28 19:58:01,263.8,Swiggy,Food,Jaipur
T0704,C007,CRD07,2026-04-29 12:31:49,430.11,Dominos,Food,Kolkata
T0442,C007,CRD07,2026-04-30 21:19:37,212.18,McDonald's,Food,Kolkata
T1029,C008,CRD08,2026-04-29 05:52:51,1362.56,Myntra,E-commerce,Bengaluru
T0945,C007,CRD07,2026-05-01 01:11:06,552.74,Swiggy,Food,Kolkata
T0601,C003,CRD03,2026-04-29 13:48:14,479.5,Zara,Shopping,Delhi
T0364,C008,CRD08,2026-04-29 12:44:59,1422.33,Flipkart,E-commerce,Hyderabad
T0890,C008,CRD08,2026-04-28 16:36:09,1124.37,Amazon,E-commerce,Hyderabad
T1138,C002,CRD02,2026-04-29 10:30:25,165.23,Zomato,Food,Jaipur
T0752,C008,CRD08,2026-04-30 10:18:06,1406.87,Myntra,E-commerce,Hyderabad
T0560,C001,CRD01,2026-04-29 07:17:34,937.65,Meesho,E-commerce,Delhi
T0503,C004,CRD04,2026-05-01 08:02:38,3456.46,Croma,Electronics,Mumbai
T0686,C007,CRD07,2026-04-30 17:15:01,1089.47,Max Fashion,Shopping,Kolkata
T0995,C004,CRD04,2026-04-29 18:02:13,3981.05,Croma,Electronics,Mumbai
T1186,C009,CRD09,2026-04-29 15:51:03,656.27,Croma,Electronics,Bengaluru
T0955,C003,CRD03,2026-04-30 14:32:54,557.51,H&M,Shopping,Delhi
T0632,C004,CRD04,2026-04-29 10:27:08,10299.28,Dominos,Food,Jaipur
T0615,C002,CRD02,2026-04-29 16:53:27,6312.58,Apple Store,Electronics,Mumbai
T0048,C005,CRD05,2026-04-28 16:17:32,241.67,DMart,Groceries,Pune
T0254,C007,CRD07,2026-04-29 15:02:17,14039.4,Tiffany,Luxury,Mumbai
T0150,C004,CRD04,2026-04-30 12:34:30,1809.39,Medplus,Healthcare,Hyderabad
T0871,C004,CRD04,2026-04-28 14:46:05,95899.17,Reliance Digital,Electronics,Pune
T0767,C002,CRD02,2026-04-28 10:54:30,58.73,Dominos,Food,Jaipur
T0460,C010,CRD10,2026-04-28 19:25:02,6434.56,Luxury Brand,Luxury,Bengaluru
T0799,C009,CRD09,2026-04-30 19:27:04,1954.41,Apple Store,Electronics,Bengaluru
T0383,C003,CRD03,2026-04-29 03:47:15,518.81,H&M,Shopping,Delhi
T0894,C009,CRD09,2026-04-28 05:22:21,1171.93,Croma,Electronics,Delhi
T0475,C002,CRD02,2026-04-30 23:23:51,5372.83,Tiffany,Luxury,Mumbai
T0949,C010,CRD10,2026-04-29 01:02:54,113.47,Max Fashion,Shopping,Kolkata
T0353,C008,CRD08,2026-04-29 23:28:26,1591.91,Myntra,E-commerce,Hyderabad
T0657,C002,CRD02,2026-04-29 10:36:20,233.16,Zomato,Food,Jaipur
T0833,C002,CRD02,2026-04-30 21:47:31,151.49,Swiggy,Food,Chennai
T0356,C006,CRD06,2026-04-28 04:09:13,2265.87,Louis Vuitton,Luxury,Delhi
T1149,C004,CRD04,2026-04-28 01:46:38,1751.59,Croma,Electronics,Delhi
T1087,C005,CRD05,2026-04-28 23:43:43,14208.42,IRCTC,Travel,Jaipur
T0424,C007,CRD07,2026-04-28 17:42:55,1726.68,H&M,Shopping,Chennai
T0961,C002,CRD02,2026-04-29 13:41:58,14175.85,Croma,Electronics,Delhi
T0590,C001,CRD01,2026-04-30 21:54:55,964.27,McDonald's,Food,Ahmedabad
T0070,C010,CRD10,2026-04-28 13:41:33,10597.14,Louis Vuitton,Luxury,Delhi
T0568,C004,CRD04,2026-04-30 16:37:35,2781.22,MakeMyTrip,Travel,Pune
T1160,C007,CRD07,2026-04-28 12:05:32,2781.14,Zomato,Food,Lucknow
T0469,C005,CRD05,2026-05-01 01:45:01,520.3,Blinkit,Groceries,Pune
T0454,C006,CRD06,2026-04-29 03:21:27,1899.5,Luxury Brand,Luxury,Chennai
T0647,C003,CRD03,2026-04-30 07:06:39,9378.5,IndianOil,Fuel,Chennai
T1051,C003,CRD03,2026-05-01 00:40:47,506.75,H&M,Shopping,Delhi
T0877,C002,CRD02,2026-04-30 23:43:52,150.93,Swiggy,Food,Chennai
T0644,C008,CRD08,2026-04-29 03:05:47,13243.83,Tiffany,Luxury,Mumbai
T0262,C001,CRD01,2026-04-30 12:14:13,1434.35,Myntra,E-commerce,Delhi
T0210,C003,CRD03,2026-04-30 17:50:21,11694.15,Luxury Brand,Luxury,Bengaluru
T1070,C009,CRD09,2026-05-01 05:20:55,1693.52,Apple Store,Electronics,Mumbai
T0813,C006,CRD06,2026-04-29 03:54:18,987.05,Luxury Brand,Luxury,Chennai
T0823,C010,CRD10,2026-04-28 21:25:56,8476.68,Croma,Electronics,Delhi
T1077,C003,CRD03,2026-04-29 07:45:29,191.38,Zara,Shopping,Delhi
T1022,C003,CRD03,2026-04-29 16:35:02,11022.72,Croma,Electronics,Delhi
T0371,C006,CRD06,2026-04-28 02:46:35,1565.77,Louis Vuitton,Luxury,Delhi
T1054,C010,CRD10,2026-05-01 01:04:14,206.67,Max Fashion,Shopping,Kolkata
T0916,C002,CRD02,2026-04-30 15:03:19,315.07,Dominos,Food,Jaipur
T0655,C005,CRD05,2026-04-28 18:28:15,465.45,BigBasket,Groceries,Pune
T0812,C007,CRD07,2026-04-29 01:36:41,9566.45,Apple Store,Electronics,Mumbai
T0897,C007,CRD07,2026-04-29 14:42:56,5681.73,Apple Store,Electronics,Mumbai
T0448,C003,CRD03,2026-04-27 23:58:05,1982.62,H&M,Shopping,Mumbai
T0939,C007,CRD07,2026-04-28 16:36:02,485.72,Swiggy,Food,Kolkata
T0664,C001,CRD01,2026-04-28 15:38:57,410.86,Myntra,E-commerce,Delhi
T1144,C006,CRD06,2026-04-29 15:36:49,7024.59,DMart,Groceries,Mumbai
T1018,C010,CRD10,2026-04-29 06:40:44,13596.34,Louis Vuitton,Luxury,Delhi
T1072,C004,CRD04,2026-04-30 11:44:53,2157.5,Croma,Electronics,Mumbai
T0994,C003,CRD03,2026-05-01 03:07:34,137.69,H&M,Shopping,Delhi
T1037,C010,CRD10,2026-05-01 05:05:16,5923.05,Reliance Digital,Electronics,Pune
T0022,C005,CRD05,2026-04-29 08:48:00,6058.42,Croma,Electronics,Delhi
T0573,C002,CRD02,2026-04-29 20:31:05,148.53,Zomato,Food,Jaipur
T1153,C007,CRD07,2026-04-28 16:32:50,248.39,Swiggy,Food,Kolkata
T0933,C005,CRD05,2026-04-29 00:45:10,805.58,BigBasket,Groceries,Pune
T0479,C008,CRD08,2026-04-30 10:13:47,14626.18,Tiffany,Luxury,Mumbai
T0074,C007,CRD07,2026-04-30 00:23:58,4258.28,PVR Cinemas,Entertainment,Delhi
T0964,C010,CRD10,2026-04-30 18:48:29,6447.75,Luxury Brand,Luxury,Bengaluru
T0935,C002,CRD02,2026-04-30 08:09:41,4014.49,Tiffany,Luxury,Mumbai
T0953,C003,CRD03,2026-04-29 00:12:44,426.38,H&M,Shopping,Delhi
T0062,C004,CRD04,2026-04-30 11:02:30,3764.04,Reliance Digital,Electronics,Mumbai
T1110,C010,CRD10,2026-04-29 01:25:52,9682.92,Croma,Electronics,Delhi
T0369,C007,CRD07,2026-04-30 01:50:20,403.65,Swiggy,Food,Kolkata
T0451,C010,CRD10,2026-05-01 08:11:20,667.1,Zara,Shopping,Ahmedabad
T0847,C002,CRD02,2026-04-28 21:00:48,332.59,Zomato,Food,Jaipur
T0627,C008,CRD08,2026-05-01 01:27:59,524.26,BPCL,Fuel,Pune
T0521,C008,CRD08,2026-04-28 05:54:07,2635.01,Flipkart,E-commerce,Mumbai
T0534,C004,CRD04,2026-04-29 16:35:21,1815.92,Apple Store,Electronics,Mumbai
T0785,C006,CRD06,2026-04-30 10:26:10,854.17,Tiffany,Luxury,Chennai
T0077,C003,CRD03,2026-04-30 10:43:04,245.22,Zara,Shopping,Delhi
T0088,C002,CRD02,2026-04-28 20:06:34,6818.48,Croma,Electronics,Delhi
T0468,C009,CRD09,2026-04-29 23:29:24,792.27,Croma,Electronics,Bengaluru
T0801,C006,CRD06,2026-04-28 11:14:19,1181.6,Tiffany,Luxury,Chennai
T1190,C006,CRD06,2026-04-28 20:33:11,1068.56,Louis Vuitton,Luxury,Chennai
T0972,C002,CRD02,2026-05-01 04:13:43,10902.1,HPCL,Fuel,Pune
T0884,C003,CRD03,2026-04-28 20:08:54,4013.39,McDonald's,Food,Lucknow
T0698,C002,CRD02,2026-04-30 01:12:07,327.52,Dominos,Food,Jaipur
T0559,C005,CRD05,2026-04-30 02:18:49,903.12,DMart,Groceries,Pune
T0280,C002,CRD02,2026-04-29 01:30:57,4434.78,Flipkart,E-commerce,Hyderabad
T1083,C009,CRD09,2026-04-28 08:34:12,3112.06,Reliance Digital,Electronics,Bengaluru
T0462,C001,CRD01,2026-04-30 00:05:41,712.79,Amazon,E-commerce,Delhi
T0225,C004,CRD04,2026-04-28 22:24:02,3957.03,Croma,Electronics,Mumbai
T0192,C008,CRD08,2026-04-30 01:12:48,1273.07,Meesho,E-commerce,Jaipur
T0159,C010,CRD10,2026-04-27 20:07:22,695.1,Max Fashion,Shopping,Kolkata
T0197,C006,CRD06,2026-04-28 06:34:09,1369.5,Louis Vuitton,Luxury,Delhi
T0208,C008,CRD08,2026-04-29 02:05:02,428.33,Myntra,E-commerce,Bengaluru
T0246,C005,CRD05,2026-04-29 02:43:11,9562.82,Zara,Shopping,Delhi
T0562,C003,CRD03,2026-04-29 22:45:21,441.37,Zara,Shopping,Delhi
T1140,C003,CRD03,2026-04-27 20:57:49,2333.22,Zara,Shopping,Delhi
T0342,C001,CRD01,2026-04-30 00:32:51,69.13,Meesho,E-commerce,Jaipur
T0786,C004,CRD04,2026-04-30 09:00:40,1972.19,Reliance Digital,Electronics,Mumbai
T0670,C001,CRD01,2026-04-29 23:41:27,18964.39,Louis Vuitton,Luxury,Delhi
T0514,C002,CRD02,2026-04-28 10:09:24,793.26,Yatra,Travel,Hyderabad
T0255,C006,CRD06,2026-04-28 20:00:50,1218.82,Tiffany,Luxury,Mumbai
T0720,C001,CRD01,2026-04-28 03:14:25,2005.1,Myntra,E-commerce,Bengaluru
T1004,C007,CRD07,2026-04-29 02:38:07,484.7,Swiggy,Food,Kolkata
T0216,C010,CRD10,2026-04-28 13:58:28,537.25,Zara,Shopping,Ahmedabad
T0576,C006,CRD06,2026-04-28 05:26:41,114.59,Luxury Brand,Luxury,Bengaluru
T0466,C005,CRD05,2026-04-29 03:51:10,734.53,Blinkit,Groceries,Pune
T0269,C004,CRD04,2026-04-30 16:46:22,2837.81,Reliance Digital,Electronics,Mumbai
T0276,C005,CRD05,2026-04-28 00:13:39,793.92,Blinkit,Groceries,Delhi
T1021,C009,CRD09,2026-04-29 06:09:06,416.85,Croma,Electronics,Bengaluru
T0753,C010,CRD10,2026-04-30 01:48:51,511.4,Zara,Shopping,Ahmedabad
T1189,C004,CRD04,2026-04-30 02:10:20,1950.62,Croma,Electronics,Delhi
T0699,C003,CRD03,2026-05-01 01:28:23,227.23,Zara,Shopping,Delhi
T0057,C002,CRD02,2026-04-28 11:17:31,211.11,McDonald's,Food,Delhi
T0010,C006,CRD06,2026-04-29 11:44:11,1946.75,Tiffany,Luxury,Chennai
T0509,C009,CRD09,2026-04-28 20:53:33,1486.17,Croma,Electronics,Delhi
T1073,C006,CRD06,2026-04-28 12:10:18,474.19,Luxury Brand,Luxury,Chennai
T1170,C010,CRD10,2026-04-30 16:26:00,209.82,Zara,Shopping,Ahmedabad
T0375,C009,CRD09,2026-04-29 11:17:38,8422.12,Myntra,E-commerce,Bengaluru
T1169,C008,CRD08,2026-04-30 21:05:14,2331.14,Croma,Electronics,Pune
T0630,C008,CRD08,2026-04-29 00:20:29,1382.06,Flipkart,E-commerce,Mumbai
T1192,C005,CRD05,2026-04-28 19:46:16,328.32,DMart,Groceries,Pune
T0598,C006,CRD06,2026-04-30 19:31:28,2511.28,Yatra,Travel,Mumbai
T0187,C006,CRD06,2026-05-01 04:43:34,257.11,Louis Vuitton,Luxury,Delhi
T0839,C009,CRD09,2026-04-30 02:41:50,1590.02,Apple Store,Electronics,Bengaluru
T0174,C006,CRD06,2026-04-29 20:41:43,304.31,Tiffany,Luxury,Chennai
T0241,C001,CRD01,2026-04-30 01:42:05,183.63,Flipkart,E-commerce,Delhi
T0321,C005,CRD05,2026-04-29 19:57:31,9028.21,Tiffany,Luxury,Mumbai
T1173,C002,CRD02,2026-04-29 07:54:10,5462.98,Reliance Digital,Electronics,Pune
T1185,C001,CRD01,2026-04-30 08:08:40,13154.23,Blinkit,Groceries,Delhi
T0035,C008,CRD08,2026-04-28 21:41:55,1729.63,Amazon,E-commerce,Hyderabad
T0921,C002,CRD02,2026-04-30 15:30:25,3788.3,Croma,Electronics,Delhi
T0815,C008,CRD08,2026-04-29 22:38:30,925.2,Meesho,E-commerce,Jaipur
T0042,C010,CRD10,2026-04-30 03:27:24,428.7,H&M,Shopping,Ahmedabad
T0738,C009,CRD09,2026-04-30 17:01:51,1352.71,Reliance Digital,Electronics,Bengaluru
T0228,C007,CRD07,2026-04-28 22:11:34,314.83,Zomato,Food,Mumbai
T0790,C008,CRD08,2026-04-29 12:41:11,1760.98,Flipkart,E-commerce,Hyderabad
T0008,C004,CRD04,2026-04-30 10:55:57,4085.27,IndianOil,Fuel,Chennai
T0224,C008,CRD08,2026-04-28 05:30:59,207.25,Myntra,E-commerce,Bengaluru
T0277,C001,CRD01,2026-04-29 22:54:19,1785.41,Amazon,E-commerce,Hyderabad
T0721,C002,CRD02,2026-04-29 22:13:09,4302.71,Croma,Electronics,Delhi
T1000,C002,CRD02,2026-04-30 02:37:08,78.37,Zomato,Food,Jaipur
T0858,C010,CRD10,2026-05-01 00:16:07,309.51,Max Fashion,Shopping,Ahmedabad
T1027,C010,CRD10,2026-04-28 06:46:16,2206.01,H&M,Shopping,Mumbai
T0755,C003,CRD03,2026-04-29 20:31:06,4441.59,HPCL,Fuel,Bengaluru
T1047,C006,CRD06,2026-04-28 08:52:05,13846.53,1mg,Healthcare,Delhi
T0842,C010,CRD10,2026-04-29 00:44:04,15455.53,Tiffany,Luxury,Mumbai
T0121,C004,CRD04,2026-04-30 05:21:26,854.06,Croma,Electronics,Delhi
T0388,C001,CRD01,2026-04-30 05:58:34,1379.36,Amazon,E-commerce,Delhi
T0617,C001,CRD01,2026-04-30 19:47:26,11922.41,Luxury Brand,Luxury,Bengaluru
T0658,C003,CRD03,2026-04-29 17:47:40,331.47,H&M,Shopping,Mumbai
T0513,C001,CRD01,2026-04-30 06:55:45,124.34,Amazon,E-commerce,Delhi
T0689,C009,CRD09,2026-04-28 16:16:25,2263.03,Croma,Electronics,Bengaluru
T1098,C010,CRD10,2026-05-01 00:12:46,12791.17,BigBasket,Groceries,Pune
T1164,C006,CRD06,2026-04-30 22:01:58,20160.72,Croma,Electronics,Delhi
T0532,C003,CRD03,2026-04-29 18:19:14,340.07,Zara,Shopping,Delhi
T0142,C007,CRD07,2026-04-28 16:05:20,4790.15,IRCTC,Travel,Jaipur
T0381,C002,CRD02,2026-04-30 14:27:22,353.47,Dominos,Food,Jaipur
T0688,C009,CRD09,2026-04-28 22:36:31,613.53,Reliance Digital,Electronics,Bengaluru
T0631,C004,CRD04,2026-04-28 23:09:48,850.93,Croma,Electronics,Mumbai
T0798,C007,CRD07,2026-05-01 01:04:54,3107.06,IndianOil,Fuel,Chennai
T0542,C007,CRD07,2026-04-30 06:19:12,279.76,Dominos,Food,Jaipur
T1089,C008,CRD08,2026-04-28 05:31:44,1865.48,Amazon,E-commerce,Delhi
T0465,C005,CRD05,2026-04-29 23:22:00,455.66,DMart,Groceries,Pune
T0049,C006,CRD06,2026-04-30 05:56:26,2184.17,Tiffany,Luxury,Chennai
T0901,C010,CRD10,2026-04-30 00:45:19,153.2,Zara,Shopping,Delhi
T0930,C006,CRD06,2026-04-30 21:11:19,1754.22,Luxury Brand,Luxury,Bengaluru
T0788,C002,CRD02,2026-04-30 10:00:12,275.75,Swiggy,Food,Jaipur
T0553,C001,CRD01,2026-04-29 06:03:34,691.9,Meesho,E-commerce,Ahmedabad
T0677,C009,CRD09,2026-04-28 21:51:23,1521.56,H&M,Shopping,Ahmedabad
T0013,C004,CRD04,2026-04-29 11:51:48,5867.62,MakeMyTrip,Travel,Delhi
T1118,C008,CRD08,2026-05-01 07:20:38,4822.71,Max Fashion,Shopping,Nagpur
T1122,C002,CRD02,2026-04-29 16:23:10,60.39,Zomato,Food,Jaipur
T0867,C004,CRD04,2026-04-29 05:58:53,1254.1,Apple Store,Electronics,Mumbai
T0946,C007,CRD07,2026-04-29 07:19:42,394.31,Swiggy,Food,Kolkata
T0551,C009,CRD09,2026-04-30 21:51:20,1249.74,Reliance Digital,Electronics,Bengaluru
T0844,C004,CRD04,2026-04-30 03:03:11,35592.76,Croma,Electronics,Delhi
T1094,C004,CRD04,2026-04-30 04:29:55,3921.47,Reliance Digital,Electronics,Mumbai
T1200,C010,CRD10,2026-04-30 07:52:27,481.75,Zara,Shopping,Delhi
T0145,C006,CRD06,2026-04-28 21:58:05,1650.01,Louis Vuitton,Luxury,Delhi
T0526,C002,CRD02,2026-04-30 13:12:15,256.76,Dominos,Food,Jaipur
T0440,C009,CRD09,2026-04-30 02:16:59,809.63,Apple Store,Electronics,Bengaluru
T0638,C005,CRD05,2026-04-30 04:31:42,431.37,DMart,Groceries,Pune
T0510,C009,CRD09,2026-04-29 09:16:09,2889.36,Apple Store,Electronics,Bengaluru
T1181,C004,CRD04,2026-04-30 15:10:23,53089.27,Apple Store,Electronics,Mumbai
T1105,C006,CRD06,2026-04-29 02:17:57,12413.69,MakeMyTrip,Travel,Delhi
T0064,C002,CRD02,2026-04-29 05:57:05,3546.6,Yatra,Travel,Hyderabad
T0175,C009,CRD09,2026-04-30 15:30:41,3119.82,Croma,Electronics,Delhi
T0101,C003,CRD03,2026-04-30 13:28:32,359.54,Max Fashion,Shopping,Kolkata
T0251,C001,CRD01,2026-04-29 14:24:42,534.5,Meesho,E-commerce,Delhi
T0084,C006,CRD06,2026-04-29 12:06:42,52570.99,Tiffany,Luxury,Mumbai
T0087,C002,CRD02,2026-04-29 00:25:52,262.54,Zomato,Food,Jaipur
T0098,C008,CRD08,2026-04-28 09:32:43,647.1,Myntra,E-commerce,Hyderabad
T0991,C009,CRD09,2026-04-29 03:04:59,3116.12,Apple Store,Electronics,Bengaluru
T0838,C001,CRD01,2026-04-28 23:56:08,1398.81,Myntra,E-commerce,Bengaluru
T0784,C007,CRD07,2026-04-29 01:26:13,245.75,McDonald's,Food,Delhi
T0934,C008,CRD08,2026-05-01 06:23:59,3185.44,Zara,Shopping,Pune
T0318,C008,CRD08,2026-04-29 07:16:47,14214.33,Tiffany,Luxury,Mumbai
T0240,C003,CRD03,2026-04-29 20:45:01,13484.48,Apple Store,Electronics,Mumbai
T0539,C004,CRD04,2026-04-29 10:15:03,1526.87,Croma,Electronics,Mumbai
T0444,C008,CRD08,2026-04-28 20:40:29,476.68,Amazon,E-commerce,Hyderabad
T0288,C001,CRD01,2026-04-29 10:08:18,297.56,Amazon,E-commerce,Delhi
T1069,C003,CRD03,2026-04-30 02:01:50,794.15,Blinkit,Groceries,Lucknow
T0954,C010,CRD10,2026-05-01 02:17:07,5781.98,Flipkart,E-commerce,Mumbai
T0485,C006,CRD06,2026-04-29 17:02:40,858.99,Louis Vuitton,Luxury,Chennai
T0368,C003,CRD03,2026-04-29 01:17:49,351.39,H&M,Shopping,Delhi
T0455,C001,CRD01,2026-04-29 15:59:16,637.0,Myntra,E-commerce,Delhi
T0193,C003,CRD03,2026-04-29 18:26:03,257.65,H&M,Shopping,Delhi
T1193,C005,CRD05,2026-04-30 03:42:22,228.1,BigBasket,Groceries,Pune
T0434,C008,CRD08,2026-04-30 09:22:50,586.21,Flipkart,E-commerce,Mumbai
T1139,C005,CRD05,2026-04-30 16:14:07,16872.61,Reliance Digital,Electronics,Pune
T0385,C010,CRD10,2026-04-30 16:30:20,475.34,Max Fashion,Shopping,Kolkata
T0060,C002,CRD02,2026-04-29 03:25:42,9150.28,Amazon,E-commerce,Delhi
T0279,C008,CRD08,2026-04-28 22:39:58,1820.48,Meesho,E-commerce,Hyderabad
T0587,C001,CRD01,2026-04-30 06:21:14,3585.03,IndianOil,Fuel,Chennai
T0634,C010,CRD10,2026-04-29 20:09:14,6269.25,Medplus,Healthcare,Hyderabad
T1012,C009,CRD09,2026-04-29 14:42:06,2610.4,Reliance Digital,Electronics,Bengaluru
T0990,C003,CRD03,2026-04-29 21:15:32,237.22,H&M,Shopping,Delhi
T0165,C009,CRD09,2026-04-30 06:20:16,1392.76,Croma,Electronics,Delhi
T0531,C006,CRD06,2026-04-30 06:20:45,255.9,Netflix,Entertainment,Delhi
T0973,C002,CRD02,2026-04-30 10:49:30,9230.68,Yatra,Travel,Mumbai
